Movie,vote_average,revenue,,,,,,,,,,,
Toy Story,7.7,373554033,,,,vote_average,revenue,,,,,,
,,,,,1088,91266921.35,-451363.3538,,,,,,
,,,,,1089,65594735.83,49509243.17,,,,,,
,,,,,1090,55325861.63,-16369573.63,,,,,,
,,,,,1091,96401358.46,-25081358.46,,,,,,
,,,,,1092,75863610.04,174957885,,,,,,
,,,,,1093,80998047.15,-79783849.15,,,,,,
,,,,,1094,98968577.01,-842012.0096,,,,,,
,,,,,1095,73296391.49,-33013070.49,,,,,,
,,,,,1096,93834139.91,108458762.1,,,,,,
,,,,,1097,70729172.94,-14026271.94,,,,,,
,,,,,1098,63027517.28,-42025954.28,,,,,,
,,,,,1099,63027517.28,-56697463.28,,,,,,
,,,,,1100,83565265.7,-79595187.7,,,,,,
,,,,,1101,42489768.87,-28479078.87,,,,,,
,,,,,1102,45056987.42,-7094213.419,,,,,,
,,,,,1103,68161954.39,-60984523.39,,,,,,
,,,,,1104,91266921.35,-88266921.35,,,,,,
,,,,,1105,91266921.35,-88266921.35,,,,,,
,,,,,1106,47624205.97,-8721026.971,,,,,,
,,,,,1107,50191424.52,-34245890.52,,,,,,
,,,,,1108,96401358.46,-65542358.46,,,,,,
,,,,,1109,63027517.28,-55001645.28,,,,,,
,,,,,1110,45056987.42,-39291425.42,,,,,,
,,,,,1111,14250364.8,-14064466.8,,,,,,
,,,,,1112,86132484.25,-14507605.25,,,,,,
,,,,,1113,57893080.18,-51095862.18,,,,,,
,,,,,1114,65594735.83,-56606004.83,,,,,,
,,,,,1115,42489768.87,-42489767.87,,,,,,
,,,,,1116,98968577.01,-21768577.01,,,,,,
,,,,,1117,65594735.83,-24211894.83,,,,,,
,,,,,1118,75863610.04,252339896,,,,,,
,,,,,1119,55325861.63,184280348.4,,,,,,
,,,,,1120,86132484.25,-33838502.25,,,,,,
,,,,,1121,63027517.28,-57840871.28,,,,,,
,,,,,1122,80998047.15,-38274030.15,,,,,,
,,,,,1123,42489768.87,-30540284.87,,,,,,
,,,,,1124,60460298.73,42706690.27,,,,,,
,,,,,1125,68161954.39,-68148280.39,,,,,,
,,,,,1126,109237451.2,-109153494.2,,,,,,
,,,,,1127,86132484.25,75493636.75,,,,,,
,,,,,1128,55325861.63,-50926872.63,,,,,,
,,,,,1129,75863610.04,-35600590.04,,,,,,
,,,,,1130,65594735.83,53285280.17,,,,,,
,,,,,1131,45056987.42,-8206886.419,,,,,,
,,,,,1132,65594735.83,-62517915.83,,,,,,
,,,,,1133,104103014.1,-91275201.11,,,,,,
,,,,,1134,70729172.94,-63876722.94,,,,,,
,,,,,1135,70729172.94,25889526.06,,,,,,
,,,,,1136,68161954.39,-68152864.39,,,,,,
,,,,,1137,78430828.59,-20961361.59,,,,,,
,,,,,1138,42489768.87,-25397315.87,,,,,,
,,,,,1139,29653676.11,-22672690.11,,,,,,
,,,,,1140,80998047.15,-59798047.15,,,,,,
,,,,,1141,65594735.83,-44499052.83,,,,,,
,,,,,1142,73296391.49,27192759.51,,,,,,
,,,,,1143,55325861.63,-8325861.627,,,,,,
,,,,,1144,63027517.28,-33027517.28,,,,,,
,,,,,1145,96401358.46,19598641.54,,,,,,
,,,,,1146,83565265.7,-58565265.7,,,,,,
,,,,,1147,106670232.7,-73274806.67,,,,,,
,,,,,1148,73296391.49,-54296673.49,,,,,,
,,,,,1149,55325861.63,-46481266.63,,,,,,
,,,,,1150,70729172.94,-61029172.94,,,,,,
,,,,,1151,75863610.04,-63514705.04,,,,,,
,,,,,1152,57893080.18,21773572.82,,,,,,
,,,,,1153,34788113.21,-21772425.21,,,,,,
,,,,,1154,78430828.59,98454829.41,,,,,,
,,,,,1155,70729172.94,-55572972.94,,,,,,
,,,,,1156,83565265.7,-7663057.698,,,,,,
,,,,,1157,106670232.7,-102772663.7,,,,,,
,,,,,1158,68161954.39,-40040854.39,,,,,,
,,,,,1159,45056987.42,-27294282.42,,,,,,
,,,,,1160,93834139.91,-85795631.91,,,,,,
,,,,,1161,52758643.07,-49422659.07,,,,,,
,,,,,1162,-1152946.516,37603682.52,,,,,,
,,,,,1163,45056987.42,48831192.58,,,,,,
,,,,,1164,42489768.87,-30489768.87,,,,,,
,,,,,1165,42489768.87,-30489768.87,,,,,,
,,,,,1166,19384801.9,-6124751.899,,,,,,
,,,,,1167,116939106.9,346578276.1,,,,,,
,,,,,1168,101535795.6,-48057629.56,,,,,,
,,,,,1169,45056987.42,-16056987.42,,,,,,
,,,,,1170,98968577.01,-98920095.01,,,,,,
,,,,,1171,93834139.91,-65382517.91,,,,,,
,,,,,1172,63027517.28,21537712.72,,,,,,
,,,,,1173,73296391.49,-62375847.49,,,,,,
,,,,,1174,75863610.04,-69829611.04,,,,,,
,,,,,1175,78430828.59,-5085799.594,,,,,,
,,,,,1176,55325861.63,-55231228.63,,,,,,
,,,,,1177,101535795.6,-101236595.6,,,,,,
,,,,,1178,39922550.31,-39922450.31,,,,,,
,,,,,1179,86132484.25,-83275772.25,,,,,,
,,,,,1180,68161954.39,144242441.6,,,,,,
,,,,,1181,70729172.94,-66576942.94,,,,,,
,,,,,1182,104103014.1,-98465014.11,,,,,,
,,,,,1183,70729172.94,-56310250.94,,,,,,
,,,,,1184,70729172.94,-66606424.94,,,,,,
,,,,,1185,65594735.83,38143990.17,,,,,,
,,,,,1186,83565265.7,332320222.3,,,,,,
,,,,,1187,104103014.1,-103241225.1,,,,,,
,,,,,1188,29653676.11,-20637299.11,,,,,,
,,,,,1189,60460298.73,-59589547.73,,,,,,
,,,,,1190,78430828.59,845886729.4,,,,,,
,,,,,1191,83565265.7,332320222.3,,,,,,
,,,,,1192,83565265.7,332320222.3,,,,,,
,,,,,1193,91266921.35,208951096.6,,,,,,
,,,,,1194,80998047.15,109460658.9,,,,,,
,,,,,1195,50191424.52,25659199.48,,,,,,
,,,,,1196,19384801.9,-84801.89934,,,,,,
,,,,,1197,96401358.46,119461333.5,,,,,,
,,,,,1198,101535795.6,-89535795.56,,,,,,
,,,,,1199,104103014.1,8789304.886,,,,,,
,,,,,1200,68161954.39,-66070917.39,,,,,,
,,,,,1201,88699702.8,-86699702.8,,,,,,
,,,,,1202,93834139.91,270055538.1,,,,,,
,,,,,1203,88699702.8,-70135614.8,,,,,,
,,,,,1204,93834139.91,-91836332.91,,,,,,
,,,,,1205,70729172.94,240210913.1,,,,,,
,,,,,1206,98968577.01,-89473169.01,,,,,,
,,,,,1207,96401358.46,351598641.5,,,,,,
,,,,,1208,70729172.94,78976679.06,,,,,,
,,,,,1209,75863610.04,-57328419.04,,,,,,
,,,,,1210,73296391.49,161505503.5,,,,,,
,,,,,1211,34788113.21,-34379774.21,,,,,,
,,,,,1212,73296391.49,-20088211.49,,,,,,
,,,,,1213,45056987.42,177047693.6,,,,,,
,,,,,1214,78430828.59,157052175.4,,,,,,
,,,,,1215,63027517.28,-46736541.28,,,,,,
,,,,,1216,75863610.04,172136390,,,,,,
,,,,,1217,96401358.46,65689849.54,,,,,,
,,,,,1218,55325861.63,1544552.373,,,,,,
,,,,,1219,96401358.46,-71341718.46,,,,,,
,,,,,1220,101535795.6,193676671.4,,,,,,
,,,,,1221,75863610.04,139531128,,,,,,
,,,,,1222,80998047.15,-70426639.15,,,,,,
,,,,,1223,86132484.25,-84082889.25,,,,,,
,,,,,1224,57893080.18,15755147.82,,,,,,
,,,,,1225,60460298.73,-30698287.73,,,,,,
,,,,,1226,63027517.28,246429991.7,,,,,,
,,,,,1227,101535795.6,-41535795.56,,,,,,
,,,,,1228,93834139.91,-92774083.91,,,,,,
,,,,,1229,111804669.8,-91804669.77,,,,,,
,,,,,1230,68161954.39,-66278143.39,,,,,,
,,,,,1231,75863610.04,-61560831.04,,,,,,
,,,,,1232,57893080.18,21924858.82,,,,,,
,,,,,1233,68161954.39,-45256432.39,,,,,,
,,,,,1234,111804669.8,34487339.23,,,,,,
,,,,,1235,60460298.73,-48156394.73,,,,,,
,,,,,1236,-34526787.69,35827908.69,,,,,,
,,,,,1237,96401358.46,-79183335.46,,,,,,
,,,,,1238,86132484.25,-47384089.25,,,,,,
,,,,,1239,65594735.83,-40447680.83,,,,,,
,,,,,1240,63027517.28,-53509175.28,,,,,,
,,,,,1241,32220894.66,-29470153.66,,,,,,
,,,,,1242,96401358.46,-91401358.46,,,,,,
,,,,,1243,60460298.73,-32960298.73,,,,,,
,,,,,1244,109237451.2,-86078146.22,,,,,,
,,,,,1245,111804669.8,561001622.2,,,,,,
,,,,,1246,86132484.25,38172696.75,,,,,,
,,,,,1247,86132484.25,38172696.75,,,,,,
,,,,,1248,73296391.49,-60296391.49,,,,,,
,,,,,1249,86132484.25,-81915369.25,,,,,,
,,,,,1250,63027517.28,-62648850.28,,,,,,
,,,,,1251,34788113.21,-34788107.21,,,,,,
,,,,,1252,75863610.04,-74364335.04,,,,,,
,,,,,1253,91266921.35,-89266921.35,,,,,,
,,,,,1254,52758643.07,-44725246.07,,,,,,
,,,,,1255,70729172.94,-44210817.94,,,,,,
,,,,,1256,55325861.63,-34854479.63,,,,,,
,,,,,1257,96401358.46,-12947819.46,,,,,,
,,,,,1258,68161954.39,-41011420.39,,,,,,
,,,,,1259,50191424.52,-23620961.52,,,,,,
,,,,,1260,68161954.39,-18797333.39,,,,,,
,,,,,1261,96401358.46,-35001806.46,,,,,,
,,,,,1262,91266921.35,60401852.65,,,,,,
,,,,,1263,75863610.04,119404446,,,,,,
,,,,,1264,104103014.1,-84808870.11,,,,,,
,,,,,1265,50191424.52,-41245187.52,,,,,,
,,,,,1266,21952020.45,-11284127.45,,,,,,
,,,,,1267,75863610.04,-61852156.04,,,,,,
,,,,,1268,39922550.31,-39561655.31,,,,,,
,,,,,1269,98968577.01,-71492325.01,,,,,,
,,,,,1270,78430828.59,-16731929.59,,,,,,
,,,,,1271,55325861.63,-35727273.63,,,,,,
,,,,,1272,65594735.83,-65136178.83,,,,,,
,,,,,1273,50191424.52,-38927458.52,,,,,,
,,,,,1274,57893080.18,-50600905.18,,,,,,
,,,,,1275,68161954.39,-18120222.39,,,,,,
,,,,,1276,80998047.15,-59864960.15,,,,,,
,,,,,1277,78430828.59,-78060160.59,,,,,,
,,,,,1278,73296391.49,-51475044.49,,,,,,
,,,,,1279,52758643.07,-46087963.07,,,,,,
,,,,,1280,116939106.9,239357494.1,,,,,,
,,,,,1281,137476855.3,-132497933.3,,,,,,
,,,,,1282,70729172.94,47029327.06,,,,,,
,,,,,1283,101535795.6,-89236127.56,,,,,,
,,,,,1284,55325861.63,-55280158.63,,,,,,
,,,,,1285,106670232.7,-92306832.67,,,,,,
,,,,,1286,91266921.35,-66344684.35,,,,,,
,,,,,1287,78430828.59,-75447044.59,,,,,,
,,,,,1288,98968577.01,-52846222.01,,,,,,
,,,,,1289,96401358.46,-61433921.46,,,,,,
,,,,,1290,68161954.39,71920037.61,,,,,,
,,,,,1291,70729172.94,-59355671.94,,,,,,
,,,,,1292,80998047.15,-46746522.15,,,,,,
,,,,,1293,73296391.49,104545166.5,,,,,,
,,,,,1294,65594735.83,-64980533.83,,,,,,
,,,,,1295,63027517.28,-40434108.28,,,,,,
,,,,,1296,68161954.39,-59273811.39,,,,,,
,,,,,1297,83565265.7,24434734.3,,,,,,
,,,,,1298,55325861.63,-53382212.63,,,,,,
,,,,,1299,52758643.07,-42147483.07,,,,,,
,,,,,1300,73296391.49,-67951814.49,,,,,,
,,,,,1301,80998047.15,-69009578.15,,,,,,
,,,,,1302,68161954.39,-33436954.39,,,,,,
,,,,,1303,52758643.07,-38277037.07,,,,,,
,,,,,1304,50191424.52,24417145.48,,,,,,
,,,,,1305,98968577.01,-87427970.01,,,,,,
,,,,,1306,83565265.7,-80372163.7,,,,,,
,,,,,1307,78430828.59,-14889051.59,,,,,,
,,,,,1308,96401358.46,164916562.5,,,,,,
,,,,,1309,96401358.46,-72342520.46,,,,,,
,,,,,1310,106670232.7,-36533863.67,,,,,,
,,,,,1311,88699702.8,-87382045.8,,,,,,
,,,,,1312,104103014.1,-88403014.11,,,,,,
,,,,,1313,86132484.25,-79332484.25,,,,,,
,,,,,1314,96401358.46,-56018699.46,,,,,,
,,,,,1315,86132484.25,-77632484.25,,,,,,
,,,,,1316,75863610.04,-39063610.04,,,,,,
,,,,,1317,70729172.94,22192030.06,,,,,,
,,,,,1318,106670232.7,-61370232.67,,,,,,
,,,,,1319,98968577.01,25912484.99,,,,,,
,,,,,1320,91266921.35,-12368156.35,,,,,,
,,,,,1321,91266921.35,-31666921.35,,,,,,
,,,,,1322,63027517.28,-4174411.282,,,,,,
,,,,,1323,88699702.8,-88477143.8,,,,,,
,,,,,1324,75863610.04,283128071,,,,,,
,,,,,1325,63027517.28,-52748968.28,,,,,,
,,,,,1326,119506325.4,-118539447.4,,,,,,
,,,,,1327,-85871158.73,85881666.73,,,,,,
,,,,,1328,127207981.1,-26354228.08,,,,,,
,,,,,1329,65594735.83,-6694704.834,,,,,,
,,,,,1330,27086457.56,-24686457.56,,,,,,
,,,,,1331,83565265.7,-41199684.7,,,,,,
,,,,,1332,101535795.6,-63712119.56,,,,,,
,,,,,1333,104103014.1,-85848312.11,,,,,,
,,,,,1334,19384801.9,-19384791.9,,,,,,
,,,,,1335,34788113.21,-34548219.21,,,,,,
,,,,,1336,93834139.91,-93831836.91,,,,,,
,,,,,1337,50191424.52,-33153537.52,,,,,,
,,,,,1338,96401358.46,-43401358.46,,,,,,
,,,,,1339,57893080.18,-12211907.18,,,,,,
,,,,,1340,98968577.01,230835381,,,,,,
,,,,,1341,75863610.04,119449192,,,,,,
,,,,,1342,65594735.83,90572279.17,,,,,,
,,,,,1343,78430828.59,83347007.41,,,,,,
,,,,,1344,80998047.15,60197610.85,,,,,,
,,,,,1345,75863610.04,-61004216.04,,,,,,
,,,,,1346,101535795.6,-78672199.56,,,,,,
,,,,,1347,68161954.39,-68161947.39,,,,,,
,,,,,1348,-85871158.73,85904189.73,,,,,,
,,,,,1349,29653676.11,7257940.893,,,,,,
,,,,,1350,80998047.15,70495607.85,,,,,,
,,,,,1351,101535795.6,-41245883.56,,,,,,
,,,,,1352,98968577.01,-98701912.01,,,,,,
,,,,,1353,86132484.25,-65103729.25,,,,,,
,,,,,1354,65594735.83,-51594735.83,,,,,,
,,,,,1355,93834139.91,-91810725.91,,,,,,
,,,,,1356,93834139.91,-89104787.91,,,,,,
,,,,,1357,98968577.01,-58064984.01,,,,,,
,,,,,1358,80998047.15,-79783849.15,,,,,,
,,,,,1359,119506325.4,-118478568.4,,,,,,
,,,,,1360,78430828.59,-58525469.59,,,,,,
,,,,,1361,29653676.11,-28271214.11,,,,,,
,,,,,1362,86132484.25,-48013001.25,,,,,,
,,,,,1363,93834139.91,-61777672.91,,,,,,
,,,,,1364,106670232.7,-75110680.67,,,,,,
,,,,,1365,96401358.46,-6001358.458,,,,,,
,,,,,1366,86132484.25,-48116104.25,,,,,,
,,,,,1367,106670232.7,-106669410.7,,,,,,
,,,,,1368,39922550.31,-37625057.31,,,,,,
,,,,,1369,65594735.83,-46941120.83,,,,,,
,,,,,1370,88699702.8,-58046812.8,,,,,,
,,,,,1371,101535795.6,-51435795.56,,,,,,
,,,,,1372,91266921.35,-61718630.35,,,,,,
,,,,,1373,104103014.1,-50125764.11,,,,,,
,,,,,1374,101535795.6,-87540875.56,,,,,,
,,,,,1375,86132484.25,-5491956.25,,,,,,
,,,,,1376,91266921.35,114804580.6,,,,,,
,,,,,1377,68161954.39,293670445.6,,,,,,
,,,,,1378,86132484.25,-25804484.25,,,,,,
,,,,,1379,98968577.01,-97288219.01,,,,,,
,,,,,1380,93834139.91,-45882160.91,,,,,,
,,,,,1381,93834139.91,-50393845.91,,,,,,
,,,,,1382,83565265.7,236580427.3,,,,,,
,,,,,1383,60460298.73,-54640283.73,,,,,,
,,,,,1384,98968577.01,-60554971.01,,,,,,
,,,,,1385,109237451.2,-57140976.22,,,,,,
,,,,,1386,78430828.59,73937756.41,,,,,,
,,,,,1387,98968577.01,-57073086.01,,,,,,
,,,,,1388,80998047.15,-69498047.15,,,,,,
,,,,,1389,63027517.28,-62585517.28,,,,,,
,,,,,1390,55325861.63,156663181.4,,,,,,
,,,,,1391,101535795.6,395831073.4,,,,,,
,,,,,1392,65594735.83,-61106206.83,,,,,,
,,,,,1393,83565265.7,-82930169.7,,,,,,
,,,,,1394,73296391.49,-72015215.49,,,,,,
,,,,,1395,60460298.73,-14025728.73,,,,,,
,,,,,1396,83565265.7,-72737449.7,,,,,,
,,,,,1397,83565265.7,-72737449.7,,,,,,
,,,,,1398,50191424.52,-34500232.52,,,,,,
,,,,,1399,65594735.83,-58127231.83,,,,,,
,,,,,1400,73296391.49,-63296391.49,,,,,,
,,,,,1401,52758643.07,12776423.93,,,,,,
,,,,,1402,124640762.5,159959237.5,,,,,,
,,,,,1403,91266921.35,-2721829.354,,,,,,
,,,,,1404,109237451.2,-80104451.22,,,,,,
,,,,,1405,91266921.35,2433078.646,,,,,,
,,,,,1406,63027517.28,237107849.7,,,,,,
,,,,,1407,93834139.91,-2959569.906,,,,,,
,,,,,1408,106670232.7,-58218429.67,,,,,,
,,,,,1409,63027517.28,-62821389.28,,,,,,
,,,,,1410,50191424.52,-49261818.52,,,,,,
,,,,,1411,86132484.25,-57508584.25,,,,,,
,,,,,1412,88699702.8,11531129.2,,,,,,
,,,,,1413,91266921.35,-43832491.35,,,,,,
,,,,,1414,91266921.35,-583005.3538,,,,,,
,,,,,1415,96401358.46,32396906.54,,,,,,
,,,,,1416,80998047.15,-21170719.15,,,,,,
,,,,,1417,98968577.01,-25012336.01,,,,,,
,,,,,1418,93834139.91,-93834126.91,,,,,,
,,,,,1419,60460298.73,-52026152.73,,,,,,
,,,,,1420,75863610.04,-75355669.04,,,,,,
,,,,,1421,39922550.31,-25094469.31,,,,,,
,,,,,1422,96401358.46,-51401358.46,,,,,,
,,,,,1423,60460298.73,-40136202.73,,,,,,
,,,,,1424,114371888.3,-61104888.32,,,,,,
,,,,,1425,83565265.7,-75740265.7,,,,,,
,,,,,1426,93834139.91,-66741259.91,,,,,,
,,,,,1427,78430828.59,-71522031.59,,,,,,
,,,,,1428,104103014.1,-98485623.11,,,,,,
,,,,,1429,70729172.94,-69329172.94,,,,,,
,,,,,1430,78430828.59,-77821304.59,,,,,,
,,,,,1431,68161954.39,-38779998.39,,,,,,
,,,,,1432,70729172.94,-64069795.94,,,,,,
,,,,,1433,32220894.66,-29217598.66,,,,,,
,,,,,1434,57893080.18,-17199603.18,,,,,,
,,,,,1435,101535795.6,464204.4384,,,,,,
,,,,,1436,101535795.6,-53365887.56,,,,,,
,,,,,1437,80998047.15,150607102.9,,,,,,
,,,,,1438,65594735.83,-8275706.834,,,,,,
,,,,,1439,80998047.15,7038635.854,,,,,,
,,,,,1440,86132484.25,-49398575.25,,,,,,
,,,,,1441,101535795.6,32559457.44,,,,,,
,,,,,1442,80998047.15,40699275.85,,,,,,
,,,,,1443,63027517.28,-15062517.28,,,,,,
,,,,,1444,88699702.8,18759082.2,,,,,,
,,,,,1445,78430828.59,99620758.41,,,,,,
,,,,,1446,73296391.49,337710348.5,,,,,,
,,,,,1447,75863610.04,73159039.96,,,,,,
,,,,,1448,75863610.04,61920229.96,,,,,,
,,,,,1449,93834139.91,-67867584.91,,,,,,
,,,,,1450,83565265.7,-65092415.7,,,,,,
,,,,,1451,101535795.6,-97374944.56,,,,,,
,,,,,1452,73296391.49,17457414.51,,,,,,
,,,,,1453,50191424.52,-33566968.52,,,,,,
,,,,,1454,83565265.7,-81524345.7,,,,,,
,,,,,1455,32220894.66,38390315.34,,,,,,
,,,,,1456,68161954.39,59838045.61,,,,,,
,,,,,1457,83565265.7,-58459748.7,,,,,,
,,,,,1458,96401358.46,-90930270.46,,,,,,
,,,,,1459,91266921.35,-89247452.35,,,,,,
,,,,,1460,60460298.73,101373977.3,,,,,,
,,,,,1461,68161954.39,-20144552.39,,,,,,
,,,,,1462,98968577.01,-98938106.01,,,,,,
,,,,,1463,52758643.07,-51126804.07,,,,,,
,,,,,1464,75863610.04,68193262.96,,,,,,
,,,,,1465,75863610.04,-30309077.04,,,,,,
,,,,,1466,29653676.11,-28493408.11,,,,,,
,,,,,1467,80998047.15,-52217792.15,,,,,,
,,,,,1468,42489768.87,-6451859.867,,,,,,
,,,,,1469,86132484.25,-32944825.25,,,,,,
,,,,,1470,75863610.04,30508040.96,,,,,,
,,,,,1471,98968577.01,-92447494.01,,,,,,
,,,,,1472,124640762.5,-124621581.5,,,,,,
,,,,,1473,119506325.4,-117006325.4,,,,,,
,,,,,1474,50191424.52,-18022454.52,,,,,,
,,,,,1475,65594735.83,-56594735.83,,,,,,
,,,,,1476,52758643.07,-37331451.07,,,,,,
,,,,,1477,24519239,-156467.0032,,,,,,
,,,,,1478,114371888.3,-113871888.3,,,,,,
,,,,,1479,63027517.28,-40440517.28,,,,,,
,,,,,1480,127207981.1,-126437849.1,,,,,,
,,,,,1481,91266921.35,-89866921.35,,,,,,
,,,,,1482,50191424.52,-46191424.52,,,,,,
,,,,,1483,60460298.73,414316.2695,,,,,,
,,,,,1484,75863610.04,-17461712.04,,,,,,
,,,,,1485,104103014.1,-84103014.11,,,,,,
,,,,,1486,96401358.46,-67793834.46,,,,,,
,,,,,1487,83565265.7,-32677265.7,,,,,,
,,,,,1488,109237451.2,-62571595.22,,,,,,
,,,,,1489,91266921.35,48733078.65,,,,,,
,,,,,1490,106670232.7,98735265.33,,,,,,
,,,,,1491,57893080.18,-7894467.179,,,,,,
,,,,,1492,47624205.97,-40318996.97,,,,,,
,,,,,1493,57893080.18,-18571365.18,,,,,,
,,,,,1494,55325861.63,-49656030.63,,,,,,
,,,,,1495,93834139.91,-17177139.91,,,,,,
,,,,,1496,63027517.28,-53710496.28,,,,,,
,,,,,1497,106670232.7,1738363955,,,,,,
,,,,,1498,96401358.46,159869927.5,,,,,,
,,,,,1499,78430828.59,-25128514.59,,,,,,
,,,,,1500,98968577.01,-53607577.01,,,,,,
,,,,,1501,96401358.46,-63101358.46,,,,,,
,,,,,1502,93834139.91,47165860.09,,,,,,
,,,,,1503,109237451.2,-71942006.22,,,,,,
,,,,,1504,75863610.04,-59710017.04,,,,,,
,,,,,1505,68161954.39,-35679272.39,,,,,,
,,,,,1506,73296391.49,-70186391.49,,,,,,
,,,,,1507,93834139.91,-71834139.91,,,,,,
,,,,,1508,70729172.94,-25729172.94,,,,,,
,,,,,1509,70729172.94,-53784001.94,,,,,,
,,,,,1510,42489768.87,-40787374.87,,,,,,
,,,,,1511,119506325.4,-117006325.4,,,,,,
,,,,,1512,34788113.21,-33595051.21,,,,,,
,,,,,1513,80998047.15,121001952.9,,,,,,
,,,,,1514,63027517.28,14972482.72,,,,,,
,,,,,1515,45056987.42,-3056987.419,,,,,,
,,,,,1516,78430828.59,-40054331.59,,,,,,
,,,,,1517,91266921.35,-86401009.35,,,,,,
,,,,,1518,83565265.7,-71759146.7,,,,,,
,,,,,1519,60460298.73,-40460298.73,,,,,,
,,,,,1520,96401358.46,27521011.54,,,,,,
,,,,,1521,109237451.2,-52570784.22,,,,,,
,,,,,1522,68161954.39,22874805.61,,,,,,
,,,,,1523,45056987.42,-35154872.42,,,,,,
,,,,,1524,80998047.15,-80670629.15,,,,,,
,,,,,1525,122073544,-113573544,,,,,,
,,,,,1526,83565265.7,-66975725.7,,,,,,
,,,,,1527,104103014.1,-94103014.11,,,,,,
,,,,,1528,109237451.2,-101637451.2,,,,,,
,,,,,1529,98968577.01,204820058,,,,,,
,,,,,1530,101535795.6,-75570651.56,,,,,,
,,,,,1531,88699702.8,-34484286.8,,,,,,
,,,,,1532,88699702.8,-70267702.8,,,,,,
,,,,,1533,78430828.59,-70230828.59,,,,,,
,,,,,1534,93834139.91,-46707844.91,,,,,,
,,,,,1535,93834139.91,-17401412.91,,,,,,
,,,,,1536,60460298.73,-25453118.73,,,,,,
,,,,,1537,98968577.01,-92968577.01,,,,,,
,,,,,1538,86132484.25,214722338.8,,,,,,
,,,,,1539,101535795.6,-87285795.56,,,,,,
,,,,,1540,88699702.8,-88542057.8,,,,,,
,,,,,1541,109237451.2,-74237451.22,,,,,,
,,,,,1542,109237451.2,-47960579.22,,,,,,
,,,,,1543,47624205.97,-34324205.97,,,,,,
,,,,,1544,60460298.73,-29592773.73,,,,,,
,,,,,1545,73296391.49,-45811927.49,,,,,,
,,,,,1546,114371888.3,-90682011.32,,,,,,
,,,,,1547,91266921.35,-55757406.35,,,,,,
,,,,,1548,73296391.49,-47217079.49,,,,,,
,,,,,1549,106670232.7,-62142998.67,,,,,,
,,,,,1550,104103014.1,-72303014.11,,,,,,
,,,,,1551,32220894.66,-26979579.66,,,,,,
,,,,,1552,93834139.91,-25727894.91,,,,,,
,,,,,1553,34788113.21,-22415703.21,,,,,,
,,,,,1554,70729172.94,-34119177.94,,,,,,
,,,,,1555,68161954.39,2838045.614,,,,,,
,,,,,1556,65594735.83,-65224760.83,,,,,,
,,,,,1557,78430828.59,-71200828.59,,,,,,
,,,,,1558,80998047.15,14463634.85,,,,,,
,,,,,1559,63027517.28,-24591570.28,,,,,,
,,,,,1560,78430828.59,47867001.41,,,,,,
,,,,,1561,101535795.6,-3300247.562,,,,,,
,,,,,1562,65594735.83,9192863.166,,,,,,
,,,,,1563,101535795.6,-67269231.56,,,,,,
,,,,,1564,65594735.83,-28558731.83,,,,,,
,,,,,1565,80998047.15,-52798047.15,,,,,,
,,,,,1566,-85871158.73,85911875.73,,,,,,
,,,,,1567,78430828.59,-72451536.59,,,,,,
,,,,,1568,98968577.01,-77259557.01,,,,,,
,,,,,1569,86132484.25,-46286140.25,,,,,,
,,,,,1570,57893080.18,-52784260.18,,,,,,
,,,,,1571,106670232.7,-78942114.67,,,,,,
,,,,,1572,70729172.94,56937242.06,,,,,,
,,,,,1573,96401358.46,-85991981.46,,,,,,
,,,,,1574,63027517.28,-51637038.28,,,,,,
,,,,,1575,27086457.56,32381817.44,,,,,,
,,,,,1576,91266921.35,-57495747.35,,,,,,
,,,,,1577,88699702.8,-84970814.8,,,,,,
,,,,,1578,14250364.8,-12496385.8,,,,,,
,,,,,1579,42489768.87,-40942371.87,,,,,,
,,,,,1580,116939106.9,340701320.1,,,,,,
,,,,,1581,88699702.8,-84699702.8,,,,,,
,,,,,1582,-85871158.73,85871168.73,,,,,,
,,,,,1583,57893080.18,-37983078.18,,,,,,
,,,,,1584,60460298.73,-56460298.73,,,,,,
,,,,,1585,80998047.15,-16214220.15,,,,,,
,,,,,1586,-8854602.172,30254602.17,,,,,,
,,,,,1587,88699702.8,-71498777.8,,,,,,
,,,,,1588,83565265.7,-42624603.7,,,,,,
,,,,,1589,63027517.28,-60027517.28,,,,,,
,,,,,1590,73296391.49,280951671.5,,,,,,
,,,,,1591,65594735.83,54159542.17,,,,,,
,,,,,1592,78430828.59,-68430828.59,,,,,,
,,,,,1593,1414272.036,-955457.0357,,,,,,
,,,,,1594,65594735.83,480793369.2,,,,,,
,,,,,1595,73296391.49,-16364086.49,,,,,,
,,,,,1596,111804669.8,-109304669.8,,,,,,
,,,,,1597,80998047.15,976445.854,,,,,,
,,,,,1598,83565265.7,101873407.3,,,,,,
,,,,,1599,65594735.83,144713363.2,,,,,,
,,,,,1600,78430828.59,19141171.41,,,,,,
,,,,,1601,57893080.18,116066357.8,,,,,,
,,,,,1602,65594735.83,-42851061.83,,,,,,
,,,,,1603,101535795.6,-72635795.56,,,,,,
,,,,,1604,101535795.6,-62634577.56,,,,,,
,,,,,1605,68161954.39,-57425553.39,,,,,,
,,,,,1606,98968577.01,20531422.99,,,,,,
,,,,,1607,106670232.7,-99670232.67,,,,,,
,,,,,1608,96401358.46,-56633358.46,,,,,,
